,time,overall,housing,apparel,transportation,medical,food,other_goods,education,recreation
294,2019-07-01 00:00:00,256.571,267.101,122.161,-0.3,2.6,258.274,451.709,2.9,0.7
295,2019-08-01 00:00:00,256.558,267.263,123.641,-1.1,3.5,258.41,453.074,2.4,1.2
296,2019-09-01 00:00:00,256.759,267.822,127.009,-1.4,3.5,258.943,453.193,2.3,1
297,2019-10-01 00:00:00,257.346,267.794,126.154,-1.4,4.3,259.632,455.225,2.3,1.8
298,2019-11-01 00:00:00,257.208,267.925,122.986,-0.1,4.2,259.467,456.262,2.2,1.9
299,2019-12-01 00:00:00,256.974,268.236,119.111,1.9,4.6,259.823,455.413,2.1,1.5
300,2020-01-01 00:00:00,257.971,269.468,120.853,2.8,4.5,261.057,458.336,2.2,1.4
301,2020-02-01 00:00:00,258.678,270.281,124.438,1.7,4.6,261.876,460.144,2.2,1.5
302,2020-03-01 00:00:00,258.115,270.273,123.815,-2.4,4.7,262.708,461.495,2.1,1.3
303,2020-04-01 00:00:00,256.389,270.184,118.394,-9.5,4.8,266.757,461.294,2.1,0.9
304,2020-05-01 00:00:00,256.394,270.823,114.582,-11.1,4.9,268.439,460.73,2.1,2.1
305,2020-06-01 00:00:00,257.797,271.831,114.734,-8.2,5.1,269.77,462.149,2,1.6
306,2020-07-01 00:00:00,259.101,272.445,114.267,-5.9,5,268.863,463.712,2.2,1
307,2020-08-01 00:00:00,259.918,272.866,116.299,-4.1,4.5,269.079,462.847,1.7,1.3
308,2020-09-01 00:00:00,260.28,273.116,119.354,-3.2,4.2,269.163,463.656,1.4,1.5
309,2020-10-01 00:00:00,260.388,273.014,119.172,-3.5,2.9,269.828,463.919,1.3,1.3
310,2020-11-01 00:00:00,260.229,273.29,116.602,-3.3,2.4,269.069,464.211,1.3,1.3
311,2020-12-01 00:00:00,260.474,273.684,114.434,-2.4,1.8,270.023,466.332,1.4,0.9
312,2021-01-01 00:00:00,261.582,274.336,117.785,-1.3,1.9,270.938,467.995,1.3,0.1
313,2021-02-01 00:00:00,263.014,275.137,119.998,0.6,2,271.363,469.886,1.2,0.8
314,2021-03-01 00:00:00,264.877,276.028,120.746,5.8,1.8,271.812,472.607,0.8,1.1
315,2021-04-01 00:00:00,267.054,277.258,120.656,14.9,1.5,273.09,473.649,0.8,2.1
316,2021-05-01 00:00:00,269.195,278.648,120.951,20,0.9,274.212,473.011,1,1.6
317,2021-06-01 00:00:00,271.696,280.366,120.324,21.5,0.4,276.206,473.718,1.2,2.4
318,2021-07-01 00:00:00,273.003,281.604,119.078,19.4,0.3,278.127,477.103,1.2,3.5
319,2021-08-01 00:00:00,273.567,282.391,121.194,17.8,0.4,279.135,479.048,1.4,3.4
320,2021-09-01 00:00:00,274.31,283.744,123.406,16.6,0.4,281.506,479.525,2,3.5
321,2021-10-01 00:00:00,,,,,,,,,
322,2021-11-01 00:00:00,,,,,,,,,
323,2021-12-01 00:00:00,,,,,,,,,
